director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,tags,movie_title_lower
George Miller,Tom Hardy,Charlize Theron,Zoë Kravitz,Action Adventure Sci-Fi Thriller,Mad Max: Fury Road,Action Adventure Sci-Fi Thriller mad max: fury road Tom Hardy Charlize Theron Zoë Kravitz George Miller,mad max: fury road
Ron Howard,Tom Hanks,Ayelet Zurer,Armin Mueller-Stahl,Mystery Thriller,Angels & Demons,Mystery Thriller angels & demons Tom Hanks Ayelet Zurer Armin Mueller-Stahl Ron Howard,angels & demons
Kenneth Branagh,Chris Hemsworth,Natalie Portman,Anthony Hopkins,Action Adventure Fantasy,Thor,Action Adventure Fantasy thor Chris Hemsworth Natalie Portman Anthony Hopkins Kenneth Branagh,thor
Byron Howard,Chloë Grace Moretz,Diedrich Bader,James Lipton,Adventure Animation Comedy Drama Family,Bolt,Adventure Animation Comedy Drama Family bolt Chloë Grace Moretz Diedrich Bader James Lipton Byron Howard,bolt
Hoyt Yeatman,Kelli Garner,Piper Mackenzie Harris,Niecy Nash,Action Adventure Animation Comedy Family Fantasy Sci-Fi,G-Force,Action Adventure Animation Comedy Family Fantasy Sci-Fi g-force Kelli Garner Piper Mackenzie Harris Niecy Nash Hoyt Yeatman,g-force
Jonathan Liebesman,Liam Neeson,Edgar Ramírez,Lily James,Action Adventure Fantasy,Wrath Of The Titans,Action Adventure Fantasy wrath of the titans Liam Neeson Edgar Ramírez Lily James Jonathan Liebesman,wrath of the titans
Tim Burton,Johnny Depp,Chloë Grace Moretz,Christopher Lee,Comedy Fantasy Horror,Dark Shadows,Comedy Fantasy Horror dark shadows Johnny Depp Chloë Grace Moretz Christopher Lee Tim Burton,dark shadows
Christopher McQuarrie,Tom Cruise,Jeremy Renner,Sean Harris,Action Adventure Thriller,Mission: Impossible - Rogue Nation,Action Adventure Thriller mission: impossible - rogue nation Tom Cruise Jeremy Renner Sean Harris Christopher McQuarrie,mission: impossible - rogue nation
Joe Johnston,Anthony Hopkins,Simon Merrells,Art Malik,Drama Fantasy Horror Thriller,The Wolfman,Drama Fantasy Horror Thriller the wolfman Anthony Hopkins Simon Merrells Art Malik Joe Johnston,the wolfman
David Yates,Christoph Waltz,Alexander Skarsgård,Casper Crump,Action Adventure Drama Romance,The Legend Of Tarzan,Action Adventure Drama Romance the legend of tarzan Christoph Waltz Alexander Skarsgård Casper Crump David Yates,the legend of tarzan
Steve Hickner,Matthew Broderick,Oprah Winfrey,Rip Torn,Adventure Animation Comedy Family,Bee Movie,Adventure Animation Comedy Family bee movie Matthew Broderick Oprah Winfrey Rip Torn Steve Hickner,bee movie
Jennifer Yuh Nelson,Angelina Jolie Pitt,Gary Oldman,Mike Bell,Action Adventure Animation Comedy Family,Kung Fu Panda 2,Action Adventure Animation Comedy Family kung fu panda 2 Angelina Jolie Pitt Gary Oldman Mike Bell Jennifer Yuh Nelson,kung fu panda 2
M. Night Shyamalan,Seychelle Gabriel,Noah Ringer,Aasif Mandvi,Action Adventure Family Fantasy,The Last Airbender,Action Adventure Family Fantasy the last airbender Seychelle Gabriel Noah Ringer Aasif Mandvi M. Night Shyamalan,the last airbender
J.J. Abrams,Philip Seymour Hoffman,Tom Cruise,Eddie Marsan,Action Adventure Thriller,Mission: Impossible Iii,Action Adventure Thriller mission: impossible iii Philip Seymour Hoffman Tom Cruise Eddie Marsan J.J. Abrams,mission: impossible iii
Roland Emmerich,Channing Tatum,Jake Weber,Matt Craven,Action Drama Thriller,White House Down,Action Drama Thriller white house down Channing Tatum Jake Weber Matt Craven Roland Emmerich,white house down
Simon Wells,Elisabeth Harnois,Dan Fogler,Tom Everett Scott,Action Adventure Animation Comedy Family Sci-Fi,Mars Needs Moms,Action Adventure Animation Comedy Family Sci-Fi mars needs moms Elisabeth Harnois Dan Fogler Tom Everett Scott Simon Wells,mars needs moms
David Bowers,Hugh Jackman,Kate Winslet,David Suchet,Adventure Animation Comedy Family,Flushed Away,Adventure Animation Comedy Family flushed away Hugh Jackman Kate Winslet David Suchet David Bowers,flushed away
Rob Minkoff,Ty Burrell,Zach Callison,Karan Brar,Adventure Animation Comedy Family Sci-Fi,Mr. Peabody & Sherman,Adventure Animation Comedy Family Sci-Fi mr. peabody & sherman Ty Burrell Zach Callison Karan Brar Rob Minkoff,mr. peabody & sherman
Wolfgang Petersen,Brad Pitt,Orlando Bloom,Julian Glover,Adventure,Troy,Adventure troy Brad Pitt Orlando Bloom Julian Glover Wolfgang Petersen,troy
Eric Darnell,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,Adventure Animation Comedy Family,Madagascar 3: Europe's Most Wanted,Adventure Animation Comedy Family madagascar 3: europe's most wanted Jada Pinkett Smith Martin Short Cedric the Entertainer Eric Darnell,madagascar 3: europe's most wanted
Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,Action Adventure Thriller,Die Another Day,Action Adventure Thriller die another day Toby Stephens Colin Salmon Rick Yune Lee Tamahori,die another day
Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,Action Adventure Sci-Fi Thriller,Armageddon,Action Adventure Sci-Fi Thriller armageddon Bruce Willis Steve Buscemi Will Patton Michael Bay,armageddon
Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,Men In Black Ii,Action Adventure Comedy Family Fantasy Mystery Sci-Fi men in black ii Will Smith Rosario Dawson Rip Torn Barry Sonnenfeld,men in black ii
Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Action Adventure Animation Fantasy,Beowulf,Action Adventure Animation Fantasy beowulf Robin Wright Anthony Hopkins Sebastian Roché Robert Zemeckis,beowulf
Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Action Adventure Animation Comedy Family,Kung Fu Panda 3,Action Adventure Animation Comedy Family kung fu panda 3 J.K. Simmons Angelina Jolie Pitt Wayne Knight Alessandro Carloni,kung fu panda 3
Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Action Adventure Thriller,Mission: Impossible - Ghost Protocol,Action Adventure Thriller mission: impossible - ghost protocol Tom Cruise Jeremy Renner Michael Nyqvist Brad Bird,mission: impossible - ghost protocol
Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,Adventure Animation Family Fantasy,Rise Of The Guardians,Adventure Animation Family Fantasy rise of the guardians Hugh Jackman Kamil McFadden Khamani Griffin Peter Ramsey,rise of the guardians
Dean Parisot,John Michael Higgins,Richard Burgi,David Herman,Comedy Crime,Fun With Dick And Jane,Comedy Crime fun with dick and jane John Michael Higgins Richard Burgi David Herman Dean Parisot,fun with dick and jane
Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,Action Drama History War,The Last Samurai,Action Drama History War the last samurai Tom Cruise Tony Goldwyn Chad Lindberg Edward Zwick,the last samurai
J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Action Adventure Sci-Fi,Star Trek,Action Adventure Sci-Fi star trek Chris Hemsworth Leonard Nimoy Bruce Greenwood J.J. Abrams,star trek
Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,Spider-Man,Action Adventure Fantasy Romance spider-man J.K. Simmons James Franco Kirsten Dunst Sam Raimi,spider-man
Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,Action Adventure Animation Comedy Family Fantasy,How To Train Your Dragon 2,Action Adventure Animation Comedy Family Fantasy how to train your dragon 2 Gerard Butler Djimon Hounsou America Ferrera Dean DeBlois,how to train your dragon 2
Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Action Adventure Fantasy,Gods Of Egypt,Action Adventure Fantasy gods of egypt Gerard Butler Elodie Yung Bryan Brown Alex Proyas,gods of egypt
Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Action Adventure Sci-Fi Thriller,Stealth,Action Adventure Sci-Fi Thriller stealth Sam Shepard Joe Morton Richard Roxburgh Rob Cohen,stealth
Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Action Drama Mystery Sci-Fi,Watchmen,Action Drama Mystery Sci-Fi watchmen Matt Frewer Billy Crudup Stephen McHattie Zack Snyder,watchmen
Richard Donner,Jet Li,Rene Russo,Darlene Love,Action Crime Thriller,Lethal Weapon 4,Action Crime Thriller lethal weapon 4 Jet Li Rene Russo Darlene Love Richard Donner,lethal weapon 4
Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Action Sci-Fi,Hulk,Action Sci-Fi hulk Kevin Rankin Regi Davis Celia Weston Ang Lee,hulk
Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Action Adventure Sci-Fi Thriller,G.I. Joe: Retaliation,Action Adventure Sci-Fi Thriller g.i. joe: retaliation Channing Tatum Dwayne Johnson Elodie Yung Jon M. Chu,g.i. joe: retaliation
Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,Final Fantasy: The Spirits Within,Action Adventure Animation Fantasy Romance Sci-Fi final fantasy: the spirits within Steve Buscemi Ming-Na Wen Jean Simmons Hironobu Sakaguchi,final fantasy: the spirits within
Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Action Adventure Sci-Fi,Captain America: The First Avenger,Action Adventure Sci-Fi captain america: the first avenger Chris Evans Dominic Cooper Hayley Atwell Joe Johnston,captain america: the first avenger
Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action Adventure Thriller,The World Is Not Enough,Action Adventure Thriller the world is not enough Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Michael Apted,the world is not enough
Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,Action Adventure Drama History War,Master And Commander: The Far Side Of The World,Action Adventure Drama History War master and commander: the far side of the world James D'Arcy Lee Ingleby David Threlfall Peter Weir,master and commander: the far side of the world
George Miller,Robin Williams,Brad Pitt,Common,Animation Comedy Family Musical,Happy Feet 2,Animation Comedy Family Musical happy feet 2 Robin Williams Brad Pitt Common George Miller,happy feet 2
Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Action Adventure Sci-Fi,The Incredible Hulk,Action Adventure Sci-Fi the incredible hulk Ty Burrell Peter Mensah William Hurt Louis Leterrier,the incredible hulk
Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,The Bfg,Adventure Family Fantasy the bfg Mark Rylance Penelope Wilton Rafe Spall Steven Spielberg,the bfg
Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure Drama Thriller Western,The Revenant,Adventure Drama Thriller Western the revenant Leonardo DiCaprio Tom Hardy Lukas Haas Alejandro G. Iñárritu,the revenant
David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure Animation Comedy Family Sport,Turbo,Adventure Animation Comedy Family Sport turbo Ryan Reynolds Snoop Dogg Ben Schwartz David Soren,turbo
Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Adventure Animation Comedy Family Western,Rango,Adventure Animation Comedy Family Western rango Johnny Depp Ray Winstone Stephen Root Gore Verbinski,rango
Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure Animation Comedy Family,Penguins Of Madagascar,Adventure Animation Comedy Family penguins of madagascar Benedict Cumberbatch Annet Mahendru Andy Richter Eric Darnell,penguins of madagascar
Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Action Mystery Thriller,The Bourne Ultimatum,Action Mystery Thriller the bourne ultimatum Matt Damon Edgar Ramírez Albert Finney Paul Greengrass,the bourne ultimatum
Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action Adventure Animation Comedy Family,Kung Fu Panda,Action Adventure Animation Comedy Family kung fu panda Angelina Jolie Pitt Wayne Knight Dan Fogler Mark Osborne,kung fu panda
Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Action Adventure Comedy Sci-Fi,Ant-Man,Action Adventure Comedy Sci-Fi ant-man Judy Greer Hayley Atwell T.I. Peyton Reed,ant-man
Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure Sci-Fi Thriller,The Hunger Games: Catching Fire,Adventure Sci-Fi Thriller the hunger games: catching fire Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Francis Lawrence,the hunger games: catching fire
Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,The Twilight Saga: Breaking Dawn - Part 2,Adventure Drama Fantasy Romance the twilight saga: breaking dawn - part 2 Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon,the twilight saga: breaking dawn - part 2
Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,War Of The Worlds,Adventure Sci-Fi Thriller war of the worlds Tom Cruise Lisa Ann Walter Rick Gonzalez Steven Spielberg,war of the worlds
Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Action Comedy Crime Thriller,Bad Boys Ii,Action Comedy Crime Thriller bad boys ii Will Smith Henry Rollins Jordi Mollà Michael Bay,bad boys ii
Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,Puss In Boots,Action Adventure Animation Comedy Family Fantasy puss in boots Salma Hayek Constance Marie Amy Sedaris Chris Miller,puss in boots
Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action Crime Mystery Thriller,Salt,Action Crime Mystery Thriller salt Angelina Jolie Pitt Andre Braugher August Diehl Phillip Noyce,salt
Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,Noah,Action Adventure Drama noah Anthony Hopkins Emma Watson Logan Lerman Darren Aronofsky,noah
Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,The Adventures Of Tintin,Action Adventure Family Mystery the adventures of tintin Toby Jones Mackenzie Crook Tony Curran Steven Spielberg,the adventures of tintin
Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,Harry Potter And The Prisoner Of Azkaban,Adventure Family Fantasy Mystery harry potter and the prisoner of azkaban Daniel Radcliffe Gary Oldman Rupert Grint Alfonso Cuarón,harry potter and the prisoner of azkaban
Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,Australia,Adventure Drama Romance War australia Essie Davis Bryan Brown Eddie Baroo Baz Luhrmann,australia
M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Action Adventure Sci-Fi,After Earth,Action Adventure Sci-Fi after earth Will Smith Zoë Kravitz Glenn Morshower M. Night Shyamalan,after earth
Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,Dinosaur,Adventure Animation Family Thriller dinosaur Alfre Woodard D.B. Sweeney Della Reese Eric Leighton,dinosaur
Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,Action Fantasy,Harry Potter And The Deathly Hallows: Part Ii,Action Fantasy harry potter and the deathly hallows: part ii Rupert Grint Dave Legeno Ralph Ineson Matt Birch,harry potter and the deathly hallows: part ii
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,Night At The Museum: Secret Of The Tomb,Adventure Comedy Family Fantasy night at the museum: secret of the tomb Robin Williams Rami Malek Steve Coogan Shawn Levy,night at the museum: secret of the tomb
Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,Action Animation Comedy Family Sci-Fi,Megamind,Action Animation Comedy Family Sci-Fi megamind J.K. Simmons Brad Pitt Will Ferrell Tom McGrath,megamind
Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,Harry Potter And The Sorcerer's Stone,Adventure Family Fantasy harry potter and the sorcerer's stone Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus,harry potter and the sorcerer's stone
Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action Comedy Fantasy,R.I.P.D.,Action Comedy Fantasy r.i.p.d. Ryan Reynolds Jeff Bridges Stephanie Szostak Robert Schwentke,r.i.p.d.
Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action Adventure Drama Horror Sci-Fi,Godzilla Resurgence,Action Adventure Drama Horror Sci-Fi godzilla resurgence Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Hideaki Anno,godzilla resurgence
Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,Pirates Of The Caribbean: The Curse Of The Black Pearl,Action Adventure Fantasy pirates of the caribbean: the curse of the black pearl Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski,pirates of the caribbean: the curse of the black pearl
Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Fantasy,Harry Potter And The Deathly Hallows: Part I,Fantasy harry potter and the deathly hallows: part i Rupert Grint Toby Jones Alfred Enoch Matt Birch,harry potter and the deathly hallows: part i
Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure Sci-Fi Thriller,The Hunger Games: Mockingjay - Part 1,Adventure Sci-Fi Thriller the hunger games: mockingjay - part 1 Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence,the hunger games: mockingjay - part 1
Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Mystery Thriller,The Da Vinci Code,Mystery Thriller the da vinci code Tom Hanks Seth Gabel Jürgen Prochnow Ron Howard,the da vinci code
Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure Animation Comedy Family Musical,Rio 2,Adventure Animation Comedy Family Musical rio 2 Miguel Ferrer Rachel Crow Jeffrey Garcia Carlos Saldanha,rio 2
Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,X-Men 2,Action Adventure Fantasy Sci-Fi Thriller x-men 2 Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer,x-men 2
Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Action Crime Thriller,Fast Five,Action Crime Thriller fast five Paul Walker Vin Diesel Dwayne Johnson Justin Lin,fast five
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action Adventure Crime Mystery Thriller,Sherlock Holmes: A Game Of Shadows,Action Adventure Crime Mystery Thriller sherlock holmes: a game of shadows Robert Downey Jr. Eddie Marsan Paul Anderson Guy Ritchie,sherlock holmes: a game of shadows
